link,title,enroll_count,provider,num_ratings,description
https://www.coursera.org/learn/tesol-technology,Teach English Now! Technology Enriched Teaching,35856,Arizona State University,1333,"This course focuses on the key concepts you need in order to effectively integrate technology into your teaching, without letting it overshadow language learning. Discover current and future trends in educational technology, along with strategies for implementing these trends in the classroom and beyond. As technology is continually evolving, learn how to keep up on current technological applications through professional development networks and training opportunities."
https://www.coursera.org/specializations/tesol-certificate-2,"TESOL Certificate, Part 2: Teach English Now!",26510,Arizona State University,2152,"This specialization is the second of two specializations that make up the TESOL Certificate from Arizona State University. This Specialization builds on the theories learned in TESOL Certificate, Part 1: Teach English Now! Foundational Principles. It covers the design and implementation of reading and writing, listening and speaking, and technology enriched activities, as well as a teaching practicum. In the final Capstone Project, developed by international educators and TESOL specialists at ASU’s Global Launch, you’ll apply the skills you learned by demonstrating your ability to teach through video recordings and by reflecting on your own and others’ teaching. When you complete both Specializations, you will submit your work for expert review to receive your ASU 150-hour TESOL Certificate, in addition to your Coursera certificates."
https://www.coursera.org/learn/learn-korean,First Step Korean,1277792,Yonsei University,45571,"This is an elementary-level Korean language course, consisting of 5 lessons with 4 units, and covers 4 skills: reading, writing, listening and speaking. The main topics include basic expressions used in everyday life, such as greetings, introducing yourself, talking about your family and a daily life and so on. Each lesson covers dialogues, pronunciation, vocabulary, grammar, quizzes and role-plays. After completing this course, you will be able to
1. read and write Korean alphabet.
2. communicate in Korean with basic expressions.
3. learn basic knowledge on Korean culture.

It’s fun and easy to follow! Enjoy it!"
https://www.coursera.org/learn/tesol-speaking,"Teach English Now! Second Language Listening, Speaking, and Pronunciation",63353,Arizona State University,1668,"In this course, you will be introduced to some of the challenges of teaching and learning listening and speaking, such as paralinguistics, performance variables, reduced and regional forms, and differing types of oral discourse. Don't worry--you'll learn what those mean, too!  Then you'll learn how to ease the acquisition of listening and speaking for your students. The course also highlights the powerful opportunity to include pronunciation in listening and speaking classes and offers strategies to incorporate pronunciation activities."
https://www.coursera.org/learn/questions-present-progressive-future-tenses,"Questions, Present Progressive and Future Tenses",12592,"University of California, Irvine",397,"In this course, “Questions, Present Progressive and Future Tenses,” you will learn about question words in English and how to form questions in the simple present. Then you will learn how to form the present progressive to express ideas about things that are happening right now. You will look at the differences between the simple present and present progressive. Finally, you will learn how to use “to be going to” and the present progressive to talk about the future and how to use “can” to talk about ability."
https://www.coursera.org/learn/etudier-en-france,Étudier en France: French Intermediate course B1-B2,442441,École Polytechnique,4335,"Ce cours de français de niveau intermédiaire B1/B2, conforme aux exigences du Cadre européen de Référence pour les Langues, s’inscrit dans le double dispositif “former avec le numérique”et “langue et interculturalité” mis en place par l’Université Paris Saclay. Il s’adresse à tous les étudiants souhaitant poursuivre leurs études supérieures en France. Il leur permettra non seulement d’avoir le niveau requis en français pour suivre des cours dans le système supérieur français en termes de compétences linguistiques, mais les aidera à s’adapter à leur nouvel environnement dans les meilleures conditions. Ce cours propose en effet une immersion dans l’univers étudiant à travers des vidéos de cours, des textes de multiples formats, de courts extraits de films et de vidéos authentiques qui donnent la parole à des étudiants français ou étrangers vivant en France. Les étudiants pourront ainsi travailler toutes les compétences (compréhension orale et écrite, expression orale et écrite, grammaire et vocabulaire), puis tester ensuite leurs acquis grâce aux nombreux quiz proposés et, chaque semaine, ils auront aussi la possibilité de participer aux débats et aux discussions organisés sur le forum. 
Découvrir la vie en France et dans le monde francophone à travers ses cultures, ses littératures, ses films, ses journaux télévisés et sa langue (standard et plus familière) et comprendre le système d’enseignement supérieur français (assister à un cours magistral, comprendre le fonctionnement de l’évaluation …) : voici quelques-uns des enjeux de ce cours. Ses objectifs sont donc langagiers, mais aussi culturels et pratiques !

Note importante: ce Mooc ne remplace pas la passation de tests attestant du niveau B1 ou B2 tels que ceux proposés par le Ciep: TCF, Delf ou Dalf.

Ce cours a été financé grâce au soutien de l’Université Paris-Saclay et celui de la fondation Patrick et Lina Drahi.

« l’Ecole polytechnique vous concède une licence personnelle, non exclusive et non transférable vous permettant d’accéder et d’utiliser les contenus diffusés sur le site Coursera. En aucun cas, vous ne pouvez exploiter, de quelle que manière que ce soit les contenus diffusés sur le site Coursera, à d’autres fins que des fins personnelles. Toute reproduction, diffusion et utilisation collective à quelque titre que ce soit, tout usage commercial, ou toute mise à disposition de tiers, en l’état ou modifiés, de contenus, de cours ou d’œuvres intégrées à ceux-ci sont strictement interdits »."
https://www.coursera.org/learn/spanish-vocabulary-careers,Spanish Vocabulary: Careers and Social Events,28473,"University of California, Davis",190,"¡Hola! This fourth course will introduce new vocabularies in the areas of dining, fashion, professions and careers and will bring you ever closer to the 500 word threshold for beginning Spanish. The course will also introduce the subjunctive and the future tense so that you can begin to speak about future events, things they desire and pursuing professional goals. This is the final course before you will undertake a project that showcases your mastery of basic Spanish vocabulary and grammar."
https://www.coursera.org/learn/brasileiro-portugues,Pluralidades em Português Brasileiro,34244,Universidade Estadual de Campinas,796,"Pluralidades em Português Brasileiro is a five-week long online self-access course whose aim is to expand intercultural awareness and develop upper intermediate/advanced reading and listening comprehension skills regarding Brazilian Portuguese as a foreign language. An extra week was added to expand the topics of the course.From a pluralist perspective, the course aims at exploring cultural topics and linguistic diversity. The course activities are based on contextualized use of Brazilian Portuguese in several communicative situations. Oral, written and multimodal texts are used to develop reading and listening comprehension skills, which requires prior knowledge of Brazilian Portuguese. The course also focus on vocabulary and grammar expansion, pronunciation awareness, meta-cognitive skills and critical thinking."
https://www.coursera.org/specializations/american-english-pronunciation,The Pronunciation of American English,27063,"University of California, Irvine",673,"This specialization is intended for anyone who wants to achieve clearer, more understandable pronunciation of American English to help them communicate more easily and effectively. Through these four courses, you will learn about and practice consonant and vowel sounds, along with aspects of the “music” of English, including word stress, intonation, and connected speech. Clearer pronunciation leads to success in business, education, or any field where English is required."
https://www.coursera.org/specializations/advanced-grammar-punctuation,Learn English: Advanced Grammar and Punctuation,65023,"University of California, Irvine",1762,This specialization follows our Learn English: Intermediate Grammar specialization and includes more advanced grammar concepts such as noun clauses and conditionals. You'll also learn how to blend verb tenses effectively and how to punctuate sentences correctly. This specialization is useful for non-native English speakers who want to improve their fluency or native speakers who want to improve their accuracy in using English for academic or professional purposes.
https://www.coursera.org/learn/spanish-vocabulary-meeting-people,Spanish Vocabulary: Meeting People,193185,"University of California, Davis",3036,"¡Hola! ¿Como Estas? In this entry level course, you will take the first step toward exploring the foundations of Spanish grammar and pronunciation, and will begin to build a working vocabulary of common Spanish words and expressions. You will be able to talk about yourself, your family and friends in the present tense, and begin to explore the cultural context of the Spanish-speaking world through a series of videos and interactive activities, including speaking, reading and writing exercises. The adventure begins here, so ¡vámanos!"
https://www.coursera.org/learn/spanish-vocabulary-sports-travel-home,"Spanish Vocabulary: Sports, Travel, and the Home",27698,"University of California, Davis",261,"Ready for the big game? Building on the vocabulary and skills that you have already mastered, this third course of the specialization will introduce new vocabulary that will prepare you to discuss sports, pastimes and politics -- important cultural elements of the Spanish-speaking world. You’ll also add new vocabulary relating to travel and living arrangements. This course also introduces the progressive tense and past tense and you will add to your vocabulary of helping verbs."
https://www.coursera.org/learn/spanish-vocabulary-cultural-experience,Spanish Vocabulary: Cultural Experience,40276,"University of California, Davis",527,"¡Bienvenidos! This second course in the specialization will build on the basic vocabulary you learned in the first course, and you will begin to build the skills necessary to express your likes and dislikes orally and in writing. You’ll also begin to explore the some of the common cultural experiences of the Spanish-speaking world through a visit to the marketplace. A series of interactive activities and videos will provide opportunities for practice and continued exploration of the cultural context of the Spanish-speaking world."
https://www.coursera.org/learn/spanish-vocabulary-project,Spanish Vocabulary Project,23514,"University of California, Davis",161,"In this course, we'll imagine that you are applying for an all-expenses paid, educational trip to a Spanish-speaking nation of your choice. You'll introduce yourself to a host family that you'll be staying with, research the rich culture and history of the place you intend to visit and compare it with your own country, and plan out an itinerary of places you plan to see, and things you plan to do and experience while visiting. In addition, you'll summarize the key points of your written report in an oral presentation. This course is challenging and is meant to test everything you've learned in the Spanish Vocabulary specialization. It will provide you an excellent way in which to test what you know and what you still need to work on in your Spanish learning journey."
