link,title,enroll_count,provider,num_ratings,description
https://www.coursera.org/specializations/gcp-architecture,Architecting with Google Compute Engine,74340,Google Cloud,26087,"87% of Google Cloud certified users feel more confident in their cloud skills. This program provides the skills you need to advance your career, and training to support your preparation for the industry-recognized Google Cloud Associate Cloud Engineer certification.Your journey to Google Cloud certification:

1) Complete the Coursera Cloud Engineering Professional Certificate

2) Review other recommended resources for the Google Cloud Associate Cloud Engineer certification exam

3) Review the Associate Cloud Engineer exam guide

4) Complete Associate Cloud Engineer sample questions

5) Register for the Google Cloud certification exam (remotely or at a test center)

Applied Learning Project

This professional certificate incorporates hands-on labs using our Qwiklabs platform.

These hands on components will let you apply the skills you learn. Projects incorporate Google Cloud Platform products, used within Qwiklabs. You will gain practical hands-on experience with the concepts explained throughout the modules."
https://www.coursera.org/professional-certificates/devops-and-software-engineering,IBM DevOps and Software Engineering,16099,IBM Skills Network,1112,"DevOps professionals are in high demand! According to a recent GitLab report, DevOps skills are expected to grow 122% over the next five years, making it one of the fastest growing skills in the workforce.

This certificate will equip you with the key concepts and technical know-how to build your skills and knowledge of DevOps practices, tools and technologies and prepare you for an entry-level role in Software Engineering.

The courses in this program will help you develop skill sets in a variety of DevOps philosophies and methodologies including Agile Development, Scrum Methodology, Cloud Native Architecture, Behavior and Test-Driven Development, and Zero Downtime Deployments.

You will learn to program with the Python language and Linux shell scripts, create projects in GitHub, containerize and orchestrate your applications using Docker, Kubernetes & OpenShift, compose applications with microservices, employ serverless technologies, perform continuous integration and delivery (CI/CD), develop testcases, ensure your code is secure, and monitor & troubleshoot your cloud deployments.

Guided by experts at IBM, you will be prepared for success. Labs and projects in this certificate program are designed to equip job-ready hands-on skills that will help you launch a new career in a highly in-demand field.

This professional certificate is suitable for both - those who have none or some programming experience, as well as those with and without college degrees."
https://www.coursera.org/professional-certificates/google-it-support,Google IT Support,1105233,Google,146123,"Prepare for a career in the high-growth field of IT, no experience or degree required. Get professional training designed by Google and get on the fast-track to a competitively paid job. There are 400,000 U.S. job openings in IT and a $52,000 median entry-level salary in IT support.¹Over 5 courses, learn in-demand skills that prepare you for an entry-level job. Upon completion, you can directly apply for jobs with Google and over 150 U.S. employers, including Walmart, Best Buy, and Astreya.

75% of Google Career Certificate Graduates in the United States report an improvement in their career trajectory (e.g. new job or career, promotion or raise) within 6 months of certificate completion²

This program also prepares you for the CompTIA A+ exams, the industry standard certification for IT—you’ll earn a dual credential when you complete both.

This program is ACE® approved—when you complete, you can earn up to 12 college credits, the equivalent of 4 associate degree-level courses.

If you’re interested in building on your IT foundations, check out the Google IT Automation with Python Professional Certificate.

Check out all Google Career Certificates here.

¹US Burning Glass Labor Insight Report salary data (median with 0-5 years experience) and job opening data. Data for job roles relevant to featured programs (4/01/2021 - 3/31/22).

²Based on program graduate survey responses, United States 2021"
https://www.coursera.org/specializations/key-technologies-for-business,Key Technologies for Business,13231,IBM Skills Network,1166,"In this Specialization, we will cover 3 key technologies that are foundational and driving significant growth and innovation. These are Cloud Computing, Data Science, and Artificial Intelligence (AI).

Technology is essential for the future of business. Almost any organization that wants to modernize or get ahead, and anyone working there, needs to understand and leverage these essential technologies.

The courses in this Specialization provide foundational knowledge of Cloud, Data and AI, including business drivers behind their growth, the value they provide, their applications and use cases, and an understanding of how these technologies work. You will not only become familiar with the buzzwords associated with these technologies, but also experience them in action and develop hands-on skills to start working with them.

This Specialization is suitable for a variety of learners who are beginners with these technologies, including managers and executives, professionals who want to upskill, and students getting ready to start a career.

There is no special prior knowledge or hardware required. The only pre-requisites are basic computer literacy, device with a modern web browser with internet connectivity, and motivation to self-learn online."
https://www.coursera.org/professional-certificates/ibm-data-engineer,IBM Data Engineering,27428,IBM Skills Network,2230,"This Professional Certificate is for anyone who wants to develop job-ready skills, tools, and a portfolio for an entry-level data engineer position. Throughout the self-paced online courses, you will immerse yourself in the role of a data engineer and acquire the essential skills you need to work with a range of tools and databases to design, deploy, and manage structured and unstructured data.

By the end of this Professional Certificate, you will be able to explain and perform the key tasks required in a data engineering role. You will use the Python programming language and Linux/UNIX shell scripts to extract, transform and load (ETL) data. You will work with Relational Databases (RDBMS) and query data using SQL statements. You will use NoSQL databases and unstructured data. You will be introduced to Big Data and work with Big Data engines like Hadoop and Spark. You will gain experience with creating Data Warehouses and utilize Business Intelligence tools to analyze and extract insights.

This program does not require any prior data engineering, or programming experience.

This program is ACE® recommended—when you complete, you can earn up to 12 college credits."
https://www.coursera.org/professional-certificates/devops-and-software-engineering,IBM DevOps and Software Engineering,16099,IBM Skills Network,1112,"DevOps professionals are in high demand! According to a recent GitLab report, DevOps skills are expected to grow 122% over the next five years, making it one of the fastest growing skills in the workforce.

This certificate will equip you with the key concepts and technical know-how to build your skills and knowledge of DevOps practices, tools and technologies and prepare you for an entry-level role in Software Engineering.

The courses in this program will help you develop skill sets in a variety of DevOps philosophies and methodologies including Agile Development, Scrum Methodology, Cloud Native Architecture, Behavior and Test-Driven Development, and Zero Downtime Deployments.

You will learn to program with the Python language and Linux shell scripts, create projects in GitHub, containerize and orchestrate your applications using Docker, Kubernetes & OpenShift, compose applications with microservices, employ serverless technologies, perform continuous integration and delivery (CI/CD), develop testcases, ensure your code is secure, and monitor & troubleshoot your cloud deployments.

Guided by experts at IBM, you will be prepared for success. Labs and projects in this certificate program are designed to equip job-ready hands-on skills that will help you launch a new career in a highly in-demand field.

This professional certificate is suitable for both - those who have none or some programming experience, as well as those with and without college degrees."
https://www.coursera.org/specializations/data-engineering-foundations,Data Engineering Foundations,8720,IBM Skills Network,800,"Data engineering is one of the fastest-growing tech occupations, where the demand for skilled data engineers far outweighs the supply. The goal of data engineering is to make quality data available for fact-finding and data-driven decision making. This Specialization from IBM will help anyone interested in pursuing a career in data engineering by teaching fundamental skills to get started in this field. No prior data engineering experience is required to succeed in this Specialization.The Specialization consists of 5 self-paced online courses covering skills required for data engineering, including the data engineering ecosystem and lifecycle, Python, SQL, and Relational Databases. You will learn these data engineering prerequisites through engaging videos and hands-on practice using real tools and real-world databases. You'll develop your understanding of data engineering, gain skills that can be applied directly to a data career, and build the foundation of your data engineering career.

Upon successfully completing these courses, you will have the practical knowledge and experience to delve deeper into data engineering and work on more advanced data engineering projects."
https://www.coursera.org/professional-certificates/ibm-full-stack-cloud-developer,IBM Full Stack Software Developer,19406,IBM Skills Network,2301,"This Professional Certificate will equip you with all the key skills and technical know-how to kickstart your career as a Full-Stack Cloud Native Application Developer. Guided by experts at IBM, you will learn to build your own cloud-based applications and practice working with the technologies behind them. This program consists of ample instructional content as well as hands-on exercises and projects designed to hone your skills and help you build your portfolio.No prior programming experience or Cloud background is required. You'll skill up with the tools and technologies that successful software developers use to build, deploy, test, run, and manage Full Stack Cloud Native applications, giving you the practical skills to begin a new career in a highly in-demand area.

The courses in this program will help you develop skill sets in a variety of technologies including: Cloud foundations, HTML, CSS, JavaScript, GitHub, Node.js, React, Cloud Native practices, DevOps, CI/CD, Containers, Docker, Kubernetes, OpenShift, Istio, Python programming, Databases, SQL, NoSQL, Django ORM, Bootstrap, Application Security, Microservices, Serverless computing, and more.

After completing the program, you will have developed several applications using front-end and back-end technologies and deployed them on a cloud platform using Cloud Native methodologies.

This program is ACE® recommended—when you complete, you can earn up to 18 college credits."
https://www.coursera.org/specializations/software-engineering-fundamentals,Applied Software Engineering Fundamentals,1625,IBM Skills Network,101,"If you want to enter the exciting world of software development, this Software Engineering Foundations Specialization is for you. No prior degrees or knowledge of programming or application development are necessary. Software Developers are in great demand earning a median salary of US$110,140 per year according to the US Bureau of Labor and Statistics. The field is growing at a rate of 22% making it a great time to start a career in software engineering.. The self-paced courses in this program provide the foundations to prepare for a wide range of IT & software development related careers, including web development, mobile application development, front-end, back-end, and full stack application development, software testing & quality assurance (QA), as well as DevOps engineering. This specialization is full of engaging videos, hands-on labs, and real-world projects that explore fundamental programming principles and foundations of design, architecture, and deployment; the software development lifecycle; Git and GitHub repositories; using the Linux terminal and creating Bash shell scripts to automate a variety of tasks; and coding with the Python programming language. The program is suitable for those new to software engineering or for those who would like a review of software engineering fundamentals. It prepares you with an introduction to the culture, technology, and job-ready skills needed to become successful in software engineering.   "
https://www.coursera.org/professional-certificates/data-warehouse-engineering,IBM Data Warehouse Engineer,3084,IBM Skills Network,215,"This Professional Certificate is intended to help you develop the job-ready skills and portfolio for an entry-level Business Intelligence (BI) or Data Warehousing Engineering position. Throughout the online courses in this program, you will immerse yourself in the in-demand role of a Data Warehouse Engineer and acquire the essential skills you need to work with a range of tools and databases to design, deploy, operationalize and manage Enterprise Data Warehouses (EDW).

By the end of this Professional Certificate, you will be able to perform the key tasks required in a data warehouse engineering role. You will work with Relational Database Management Systems (RDBMS) and query data using SQL statements.

You will use Linux/UNIX shell scripts to automate repetitive tasks, and build data pipelines with tools like Apache Airflow and Kafka to Extract, Transform and Load (ETL) data. You will gain experience with managing databases and data warehouses.

Finally, you will design and populate data warehouse systems and utilize Business Intelligence tools to analyze and extract insights using reports and dashboards.

This program is suitable for anyone with a passion for learning and is suitable for you whether you have a college degree or not and does not require any prior data engineering, or programming experience."
https://www.coursera.org/specializations/bi-foundations-sql-etl-data-warehouse,"BI Foundations with SQL, ETL and Data Warehousing",3264,IBM Skills Network,157,"Professionals with SQL, ETL, Enterprise Data Warehousing (EDW), Business Intelligence (BI) and Data Analysis skills are in great demand. This Specialization is designed to provide career relevant knowledge and skills for anyone wanting to pursue a job role in domains such as Data Engineering, Data Management, BI or Data Analytics. The program consists of four online courses. In the first course you learn the basics of SQL and how to query relational databases with this powerful language. Next you learn to use essential Linux commands and create basic shell scripts. You continue your journey by learning to build and automate ETL, ELT and data pipelines using BASH scripts, Apache Airflow and Apache Kafka. In the final course you learn about Data Lakes, Data Marts as well as work with Data Warehouses. You also create interactive reports and dashboards to derive insights from data in your warehouse. Note that this specialization has a significant emphasis on hands-on practice employing real tools used by data professionals. Every course has numerous hands-on labs as well as a course project. While you will benefit from some prior programming experience, it is not absolutely necessary for this course. The only pre-requisites for this specialization are basic computer and data literacy, and a passion to self-learn online."
https://www.coursera.org/professional-certificates/google-it-automation,Google IT Automation with Python,485471,Google,28839,"This beginner-level, six-course certificate, developed by Google, is designed to provide IT professionals with in-demand skills -- including Python, Git, and IT automation -- that can help you advance your career.

Knowing how to write code to solve problems and automate solutions is a crucial skill for anybody in IT. Python, in particular, is now the most in-demand programming language by employers.

This program builds on your IT foundations to help you take your career to the next level. It’s designed to teach you how to program with Python and how to use Python to automate common system administration tasks. You'll also learn to use Git and GitHub, troubleshoot and debug complex problems, and apply automation at scale by using configuration management and the Cloud.

This certificate can be completed in about 6 months and is designed to prepare you for a variety of roles in IT, like more advanced IT Support Specialist or Junior Systems Administrator positions. Upon completion, you can share your information with potential employers, like Walmart, Sprint, Hulu, Bank of America, Google (of course!), and more.

We recommend that you have Python installed on your machine. For some courses, you’ll need a computer where you can install Git or ask your administrator to install it for you.

If you’d like to learn the fundamentals of IT support, check out the beginner level Google IT Support Professional Certificate.

Check out all Google Career Certificates here."
https://www.coursera.org/professional-certificates/sre-devops-engineer-google-cloud,Preparing for Google Cloud Certification: Cloud DevOps Engineer,27448,Google Cloud,2130,"This program provides the skills you need to advance your career as a data engineer and provides training to support your preparation for the industry-recognized Google Cloud Professional DevOps Engineer certification. 87% of Google Cloud certified users feel more confident in their cloud skills.You'll also have the opportunity to practice key job skills using Google Cloud to build software delivery pipelines, deploy and monitor services, and manage and learn from incidents. You will learn to apply SRE principles to a service, techniques for monitoring, troubleshooting, and improving infrastructure and application performance among other things.

Your journey to Google Cloud certification:

1) Complete the Coursera Site Reliability Engineering and DevOps Professional Certificate

2) Review other recommended learning resources for the Google Cloud Professional Cloud DevOps Engineer certification exam

3) Review the Professional Cloud DevOps Engineer exam guide

4) Take the Professional Cloud DevOps Engineer practice exam

5) Register for the Google Cloud certification exam (Can be taken remotely or at a test center)"
https://www.coursera.org/professional-certificates/google-cloud-developer,Preparing for Google Cloud Certification: Cloud Developer,0,Google Cloud,57,"A Cloud Developer designs, builds, analyzes, and maintains cloud-native applications. This learning path guides you through a curated collection of on-demand courses, labs, and skill badges that provide you with real-world, hands-on experience using Google Cloud technologies essential to the Cloud Developer role. Once you complete the path, check out the Google Cloud Developer certification to take the next steps on your professional journey."
https://www.coursera.org/learn/keamanan-it-pertahanan-terhadap-kejahatan-digital,Keamanan IT: Pertahanan terhadap Kejahatan Digital,6763,Google,539,"Pelatihan ini membahas berbagai macam konsep, alat, dan praktik terbaik dari keamanan IT. Di sini akan diperkenalkan ancaman dan serangan dan berbagai cara kemunculan mereka. Kami akan memberi Anda beberapa latar belakang algoritma enkripsi dan bagaimana mereka digunakan untuk melindungi data. Kemudian, kami akan membahas lebih jauh tentang “tiga A”dari keamanan informasi: authentication, authorization, accounting. Kami juga akan membahas solusi keamanan jaringan, mulai dari firewall hingga opsi enkripsi Wifi. Pelatihan ini diakhiri dengan menyatukan semua elemen ini ke dalam arsitektur keamanan yang berlapis-lapis dan mendalam, diikuti dengan rekomendasi tentang cara mengintegrasikan budaya keamanan ke dalam organisasi atau tim Anda.Di akhir pelatihan ini, Anda akan memahami:
● bagaimana cara kerja berbagai algoritma dan teknik enkripsi beserta semua manfaat dan keterbatasannya.
● berbagai sistem dan jenis autentikasi.
● perbedaan antara autentikasi dan otorisasi.
● bagaimana mengevaluasi potensi risiko dan merekomendasikan cara untuk mengurangi risiko.
● praktik baik untuk mengamankan jaringan.
● bagaimana membantu orang lain untuk memahami konsep keamanan dan melindungi diri mereka sendiri."
https://www.coursera.org/learn/dasar-dasar-analitik-data-data-data-di-mana-mana,"Dasar-dasar Analitik Data: Data, Data di Mana-mana",9109,Google,728,"Ini adalah materi pertama dalam program Sertifikasi Data Analitik Google. Materi ini akan membekali Anda dengan keterampilan yang Anda butuhkan untuk melamar kerja sebagai analis data tingkat pemula. Semua jenis organisasi membutuhkan analis data untuk memperbaiki proses operasional mereka, mengidentifikasi peluang dan tren, meluncurkan produk baru, dan membuat keputusan yang tepat. Di materi ini, Anda akan diperkenalkan dengan dunia analitik data berdasarkan kurikulum yang langsung dikembangkan oleh Google. Materi yang dibahas mencakup berbagai topik penting dalam analisis data, dan dirancang untuk memberi gambaran umum tentang apa yang akan Anda pelajari dalam program Sertifikasi Analitik Data Google. Analis data Google akan mengajarkan dan memberi tahu Anda cara untuk menyelesaikan tugas analis data yang umum dengan menggunakan alat dan sumber daya terbaik.Peserta didik yang menyelesaikan program sertifikasi ini akan memiliki bekal yang cukup untuk melamar kerja sebagai analis data tingkat pemula. Tidak membutuhkan pengalaman apa pun.

Di akhir materi ini, Anda akan
- Mendapatkan pemahaman tentang praktik dan proses yang digunakan oleh analis data junior sehari-hari. 
- Mempelajari tentang keterampilan analitis utama (pembersihan data, analisis data, visualisasi data) dan alat (spreadsheet, SQL, pemrograman R, Tableau) yang dapat ditambahkan di set perangkat profesional Anda. 
- Menemukan berbagai macam istilah dan konsep yang berhubungan dengan pekerjaan analis data junior, seperti siklus hidup data dan proses analisis data. 
- Mengevaluasi peran analitik dalam ekosistem data. 
- Melakukan penilaian mandiri dengan pola pikir analitis. 
- Menelusuri peluang kerja yang tersedia setelah Anda menyelesaikan  program ini, dan mempelajari tentang praktik baik dalam pencarian kerja."
https://www.coursera.org/learn/fundamentos-do-suporte-tecnico,Fundamentos do Suporte Técnico,28962,Google,3473,"Ele é o primeiro de uma série que visa prepará-lo para entrar no mercado de TI como especialista de suporte técnico. Neste curso, apresentaremos o mundo da Tecnologia da Informação, ou TI. Você aprenderá sobre diversas facetas da Tecnologia da Informação, como hardware, software, internet, resolução de problemas e atendimento ao cliente. Mostraremos como uma entrevista técnica costuma transcorrer e daremos dicas de como se preparar melhor para esse tipo de ocasião. Este curso abrange uma vasta gama de tópicos da TI, sendo projetado para mostrar um panorama do que está por vir neste programa de certificado.Ao final deste curso, você será capaz de:
● entender o funcionamento do sistema binário.
● montar um computador do zero.
● escolher e instalar um sistema operacional em um computador.
● entender o que é a internet, seu funcionamento e o seu impacto no mundo moderno.
● aprender como os aplicativos são criados e como eles funcionam internamente no computador.
● empregar métodos comuns de resolução de problemas e habilidades interpessoais em um ambiente de Tecnologia da Informação."
https://www.coursera.org/learn/seguranca-de-it,Segurança de TI: Defesa Contra as Artes Obscuras do Mundo Digital,4921,Google,425,"Este curso aborda uma série de conceitos, ferramentas e práticas recomendadas de segurança de TI. Nele, temos uma introdução às ameaças e ataques e suas muitas formas de se manifestar. Daremos a você uma base de conhecimento sobre algoritmos de criptografia e como eles são usados para proteger dados. Depois, vamos estudar a fundo os três tipos de segurança da informação: autenticação, autorização e registro. Além disso, vamos abordar soluções de segurança de rede, de firewalls a opções de criptografia Wi-Fi. Por fim, vamos analisar o modelo de segurança do Chrome OS em um estudo de caso. O curso é encerrado com a junção de todos esses elementos em uma arquitetura de segurança detalhada e multicamada, seguida de recomendações sobre como integrar uma cultura de segurança à sua empresa ou equipe.Ao fim deste curso, você entenderá:
● como vários algoritmos e técnicas de criptografia funcionam, além de seus benefícios e limitações.
● vários sistemas e tipos de autenticação.
● a diferença entre autenticação e autorização.
● como avaliar os riscos potenciais e recomendar maneiras de atenuá-los.
● práticas recomendadas para proteger uma rede.
● como ajudar as pessoas a entender os conceitos de segurança e se proteger."
https://www.coursera.org/learn/essential-cloud-infrastructure-foundation-id,Essential Cloud Infrastructure: Foundation dalam bahasa Indonesia,1912,Google Cloud,366,"Kursus akselerasi sesuai permintaan selama 1 minggu ini memperkenalkan peserta pada infrastruktur dan layanan platform yang komprehensif dan fleksibel yang disediakan oleh Google Cloud Platform. Melalui kombinasi presentasi video, demo, dan uji coba lab langsung, peserta akan mempelajari dan men-deploy berbagai elemen solusi, termasuk komponen infrastruktur seperti jaringan, mesin virtual, dan layanan aplikasi. Anda akan mempelajari cara menggunakan Google Cloud Platform melalui Console dan Cloud Shell. Anda juga akan mempelajari peran arsitek cloud, pendekatan desain infrastruktur, dan konfigurasi networking virtual dengan Virtual Private Cloud (VPC), Project, Jaringan, Subnetwork, alamat IP, Rute, dan Aturan firewall.Prasyarat
 Untuk mendapatkan manfaat optimal dari kursus ini, peserta diharapkan telah:
 • Menyelesaikan kursus Konsep Dasar Google Cloud Platform (Infrastruktur Inti atau AWS Professionals) atau yang setara
 • Menguasai kemahiran dasar dalam fitur command-line dan lingkungan sistem operasi Linux
 • Memiliki pengetahuan tentang Operasi Sistem termasuk men-deploy dan mengelola aplikasi, baik pada lingkungan lokal maupun cloud publik"
https://www.coursera.org/learn/dasar-dasar-dukungan-teknis,Dasar-Dasar Dukungan Teknis,19833,Google,2536,"Materi ini adalah rangkaian pertama dari keseluruhan program pelatihan yang akan membantu Anda untuk berperan sebagai IT Support Specialist tingkat pemula. Dalam kursus ini, Anda akan diperkenalkan ke dunia Teknologi Informasi, atau IT. Anda akan mempelajari berbagai aspek Teknologi Informasi, seperti perangkat keras komputer, Internet, perangkat lunak komputer, pemecahan masalah, dan layanan pelanggan. Pelatihan ini mencakup berbagai topik dalam dunia IT yang dirancang untuk memberi Anda gambaran tentang pelajaran apa yang akan diperoleh melalui program sertifikasi ini.Pada akhir kursus ini, Anda akan dapat:
● memahami cara kerja sistem biner
● merakit komputer dari awal
● memilih dan menginstal sistem operasi di komputer
● memahami apa itu Internet, cara kerjanya, dan dampaknya di dunia modern
● mempelajari bagaimana aplikasi dibuat dan bagaimana suatu aplikasi bekerja di dalam komputer
● menggunakan metode pemecahan masalah dan soft skill dalam bidang Teknologi Informasi"
